show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,text_features
s48,Movie,1 Mile to You,Leif Tilden,"Billy Crudup, Graham Rogers, Liana Liberato, Stefanie Scott, Tim Roth, Melanie Lynskey, Thomas Cocquerel, Peter Coyote",United States,"July 7, 2017",2017,TV-14,105 min,"Dramas, Romantic Movies, Sports Movies","After escaping the bus accident that killed his girlfriend, a high school student channels his grief into running, with the help of a new coach.",leif tilden billy crudup graham rogers liana liberato stefanie scott tim roth melanie lynskey thomas cocquerel peter coyote dramas romantic movies sports movies after escaping the bus accident that killed his girlfriend a high school student channels his grief into running with the help of a new coach
s49,Movie,10 Days in Sun City,Adze Ugah,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria","October 18, 2019",2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies","After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",adze ugah ayo makun adesua etomi richard mofedamijo mercy johnson falz tuface idibia thenjiwe moseley motlatsi mafatshe celeste ntuli miguel a núñez jr comedies international movies romantic movies after his girlfriend wins the miss nigeria pageant a young man faces unexpected competition of his own when he joins her on a campaign in south africa
s50,Movie,10 jours en or,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,"July 1, 2017",2012,TV-14,97 min,"Comedies, Dramas, International Movies","When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",nicolas brossette franck dubosc claude rich marie kremer mathis touré rufus olivier claverie comedies dramas international movies when a carefree bachelor is unexpectedly left in charge of a young boy the two embark on a road trip that will change both of their lives
s51,Movie,"10,000 B.C.",Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif","United States, South Africa","June 1, 2019",2008,PG-13,109 min,Action & Adventure,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.,roland emmerich steven strait camilla belle cliff curtis joel virgel affif ben badra mo zinal nathanael baring mona hammond omar sharif action  adventure fierce mammoth hunter dleh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village
s52,TV Show,100 Days My Prince,Unknown,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,"December 7, 2020",2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Upon losing his memory, a crown prince encounters a commoner’s life and experiences unforgettable love as the husband to Joseon’s oldest bachelorette.",unknown doh kyungsoo nam jihyun cho seongha cho hancheul kim seonho han sohee international tv shows romantic tv shows tv dramas upon losing his memory a crown prince encounters a commoner’s life and experiences unforgettable love as the husband to joseon’s oldest bachelorette
s53,Movie,100 Days Of Solitude,Unknown,Unknown,Spain,"July 6, 2018",2018,TV-MA,93 min,"Documentaries, International Movies","Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings.",unknown unknown documentaries international movies spanish photographer josé díaz spends 100 days living alone on a remote mountain connecting to nature and documenting the beauty of his surroundings
s54,TV Show,100 Humans,Unknown,"Zainab Johnson, Sammy Obeid, Alie Ward",United States,"March 13, 2020",2020,TV-14,1 Season,"Docuseries, Science & Nature TV","One hundred hardy souls from diverse backgrounds participate in playful experiments exploring age, sex, happiness and other aspects of being human.",unknown zainab johnson sammy obeid alie ward docuseries science  nature tv one hundred hardy souls from diverse backgrounds participate in playful experiments exploring age sex happiness and other aspects of being human
s55,Movie,100 Meters,Marcel Barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain","March 10, 2017",2016,TV-MA,109 min,"Dramas, International Movies, Sports Movies","A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.",marcel barrena dani rovira karra elejalde alexandra jiménez david verdaguer clara segura alba ribas bruno bergonzini ricardo pereira manuela couto marc balaguer dramas international movies sports movies a man who is diagnosed with multiple sclerosis responds by training for an ironman triathlon with his cranky fatherinlaws help
s56,Movie,100 Things to do Before High School,Unknown,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",United States,"November 2, 2019",2014,TV-Y,44 min,Movies,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",unknown isabela moner jaheem toombs owen joyner jack de sena brady reiter lisa arch stephanie escajeda movies led by seventhgrader cj three students who have been warned about the dangers of high school decide to make the best of their middleschool years
s57,Movie,100 Years: One Woman's Fight for Justice,Melinda Janko,Unknown,United States,"March 20, 2018",2016,TV-14,75 min,Documentaries,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.,melinda janko unknown documentaries this documentary chronicles elouise cobells long fight against the us government for the gross mismanagement of mineralrich native american land
s58,Movie,100% Halal,Jastis Arimba,"Anisa Rahma, Ariyo Wahab, Anandito Dwis, Fitria Rasyidi, Arafah Rianti, Kinaryosih",Indonesia,"January 7, 2021",2020,TV-14,101 min,"Dramas, International Movies","After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid.",jastis arimba anisa rahma ariyo wahab anandito dwis fitria rasyidi arafah rianti kinaryosih dramas international movies after high school a young woman marries the man of her fathers choice but soon faces the possibility that her religion considers the union invalid
s59,TV Show,100% Hotter,Unknown,"Daniel Palmer, Melissa Sophia, Karen Williams, Grace Woodward",United Kingdom,"November 1, 2019",2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","A stylist, a hair designer and a makeup artist team up to give Britain's biggest fashion disasters some much-needed makeunders.",unknown daniel palmer melissa sophia karen williams grace woodward british tv shows international tv shows reality tv a stylist a hair designer and a makeup artist team up to give britains biggest fashion disasters some muchneeded makeunders
s60,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,"December 1, 2016",2014,TV-14,89 min,"Dramas, International Movies","After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.",shrihari sathe usha naik sandeep pathak shrikant yadav ganesh yadav pooja nayak devendra gaikwad dramas international movies after randomly receiving a handsome political bribe a sweet poor elderly woman decides to treat herself a shopping spree which doesnt go smoothly
s61,Movie,12 ROUND GUN,Sam Upton,"Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone",United States,"March 14, 2019",2017,TV-MA,90 min,"Dramas, Independent Movies, Sports Movies","Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.",sam upton sam upton jared abrahamson mark boone junior laila ali kate vernon cassi thomson colby french miguel perez jay acovone dramas independent movies sports movies dealing with personal demons and the death of his son a prizefighter attempts a return to the ring by challenging his rival to a 12round rematch
s62,TV Show,12 Years Promise,Unknown,"So-yeon Lee, Namkoong Min, Tae-im Lee, So-hui Yoon, Won-keun Lee, Hyo-young Ryu",South Korea,"May 22, 2017",2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A pregnant teen is forced by her family to leave her boyfriend and assume a new identity in America, but 12 years later, the couple reunites in Korea.",unknown soyeon lee namkoong min taeim lee sohui yoon wonkeun lee hyoyoung ryu international tv shows korean tv shows romantic tv shows a pregnant teen is forced by her family to leave her boyfriend and assume a new identity in america but 12 years later the couple reunites in korea
s63,Movie,13 Cameras,Victor Zarcoff,"PJ McCabe, Brianne Moncrief, Sarah Baldwin, Jim Cummings, Heidi Niedermeyer, Neville Archambault",United States,"August 13, 2016",2015,NR,90 min,"Horror Movies, Independent Movies, Thrillers","Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.",victor zarcoff pj mccabe brianne moncrief sarah baldwin jim cummings heidi niedermeyer neville archambault horror movies independent movies thrillers young parentstobe claire and ryan move into a suburban rental home unaware that someone is secretly watching their every move via hidden cameras
s64,TV Show,13 Reasons Why,Unknown,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,"June 5, 2020",2020,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",unknown dylan minnette katherine langford kate walsh derek luke brian darcy james alisha boe christian navarro miles heizer ross butler devin druid michele selene ang steven silver amy hargreaves crime tv shows tv dramas tv mysteries after a teenage girls perplexing suicide a classmate receives a series of tapes that unravel the mystery of her tragic choice
s65,TV Show,13 Reasons Why: Beyond the Reasons,Unknown,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",United States,"August 23, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",unknown dylan minnette katherine langford kate walsh derek luke alisha boe justin prentice brandon flynn miles heizer christian navarro brian yorkey tom mccarthy selena gomez mandy teefey jay asher dr rona hu dr helen hsu dr rebecca hedrick alexis jones elaine welteroth julia bicknell dr christine moutier nic sheff carrie goldberg anne winters joy gorman brandon butler marissa jo cerar susanne timms crime tv shows docuseries cast members writers producers and mental health professionals discuss some of the difficult issues and themes explored in 13 reasons why
s66,Movie,13 Sins,Daniel Stamm,"Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince",United States,"January 13, 2019",2014,R,93 min,"Horror Movies, Thrillers","A man agrees to appear on a game show with a $6 million prize. But as the challenges become more extreme, he realizes he's made a grave mistake.",daniel stamm mark webber rutina wesley devon graye tom bower ron perlman pruitt taylor vince horror movies thrillers a man agrees to appear on a game show with a 6 million prize but as the challenges become more extreme he realizes hes made a grave mistake
